Subtype	Cluster	Cell	Score	Celltype
Lep	Lep_ST_P8_1_Cluster6	Vascular Smooth Muscle	0.000680467142353463	Stroma
Lep	Lep_ST_P8_1_Cluster6	Mucous	0	Epithelial
Lep	Lep_ST_P8_1_Cluster6	Proliferating NK/T	0.00386952476076188	Immune
Lep	Lep_ST_P8_1_Cluster6	Natural Killer T	0.00609057440051875	Immune
Lep	Lep_ST_P8_1_Cluster6	OLR1+ Classical Monocyte	0.0163857857961213	Immune
Lep	Lep_ST_P8_1_Cluster6	Intermediate Monocyte	0.0007928132177868	Immune
Lep	Lep_ST_P8_1_Cluster6	Basophil/Mast 2	0.00044290184874065	Immune
Lep	Lep_ST_P8_1_Cluster6	Signaling Alveolar Epithelial Type 2	0.033694793392088	Epithelial
Lep	Lep_ST_P8_1_Cluster6	Proximal Basal	7.86214641257452e-05	Epithelial
Lep	Lep_ST_P8_1_Cluster6	Neuroendocrine	0	Epithelial
Lep	Lep_ST_P8_1_Cluster6	Fibromyocyte	0	Stroma
Lep	Lep_ST_P8_1_Cluster6	Ionocyte	0.000197896729341377	Epithelial
Lep	Lep_ST_P8_1_Cluster6	Serous	0	Epithelial
Lep	Lep_ST_P8_1_Cluster6	Proximal Ciliated	0	Epithelial
Lep	Lep_ST_P8_1_Cluster6	Goblet	0	Epithelial
Lep	Lep_ST_P8_1_Cluster6	Neutrophil	0.000583340885711316	Immune
Lep	Lep_ST_P8_1_Cluster6	Dendritic	0	Immune
MP	MP_ST_P8_1_Cluster5	CD4+ Memory/Effector T	0.0412719599499705	Immune
MP	MP_ST_P8_1_Cluster5	CD4+ Naive T	0.0352258802358368	Immune
MP	MP_ST_P8_1_Cluster5	CD8+ Memory/Effector T	0.00893445590002635	Immune
MP	MP_ST_P8_1_Cluster5	CD8+ Naive T	0.0105447322155955	Immune
MP	MP_ST_P8_1_Cluster5	Natural Killer	0.0187299035179052	Immune
MP	MP_ST_P8_1_Cluster5	Classical Monocyte	0.0258988470664524	Immune
MP	MP_ST_P8_1_Cluster5	Nonclassical Monocyte	0.0133552674130949	Immune
MP	MP_ST_P8_1_Cluster5	Myeloid Dendritic Type 2	0.00420026146539227	Immune
MP	MP_ST_P8_1_Cluster5	Platelet/Megakaryocyte	0.00231712450829199	Immune
MP	MP_ST_P8_1_Cluster5	B	0.0150822472980908	Immune
MP	MP_ST_P8_1_Cluster5	IGSF21+ Dendritic	0.0262089031324252	Immune
MP	MP_ST_P8_1_Cluster5	EREG+ Dendritic	0.0187981076186027	Immune
MP	MP_ST_P8_1_Cluster5	Plasmacytoid Dendritic	0	Immune
MP	MP_ST_P8_1_Cluster5	Myeloid Dendritic Type 1	0.000490020469755103	Immune
MP	MP_ST_P8_1_Cluster5	TREM2+ Dendritic	0.0630783858713209	Immune
MP	MP_ST_P8_1_Cluster5	Differentiating Basal	0.0127734635865941	Epithelial
MP	MP_ST_P8_1_Cluster5	Proliferating Basal	0	Epithelial
MP	MP_ST_P8_1_Cluster5	Basal	0.00186279584605273	Epithelial
MP	MP_ST_P8_1_Cluster5	Plasma	0	Immune
MP	MP_ST_P8_1_Cluster5	Macrophage	0.578117762824256	Immune
MP	MP_ST_P8_1_Cluster5	Basophil/Mast 1	0.00690089977280714	Immune
MP	MP_ST_P8_1_Cluster5	Proliferating Macrophage	0.0186170477477091	Immune
MP	MP_ST_P8_1_Cluster5	Capillary Aerocyte	0.00962385721606824	Endothelial
MP	MP_ST_P8_1_Cluster5	Capillary	0.0146177031292546	Endothelial
MP	MP_ST_P8_1_Cluster5	Bronchial Vessel 2	0.00546981740204413	Endothelial
MP	MP_ST_P8_1_Cluster5	Vein	0	Endothelial
MP	MP_ST_P8_1_Cluster5	Artery	0.00448668387634644	Endothelial
MP	MP_ST_P8_1_Cluster5	Lymphatic	0.000711838774046648	Endothelial
MP	MP_ST_P8_1_Cluster5	Bronchial Vessel 1	0.000525572599338032	Endothelial
MP	MP_ST_P8_1_Cluster5	Airway Smooth Muscle	0.000534826634925417	Stroma
MP	MP_ST_P8_1_Cluster5	Alveolar Epithelial Type 2	0.000887228910215702	Epithelial
MP	MP_ST_P8_1_Cluster5	Club	0.00406003340600336	Epithelial
MP	MP_ST_P8_1_Cluster5	Pericyte	0.000261761910475691	Stroma
MP	MP_ST_P8_1_Cluster5	Myofibroblast	0.000318710696568762	Stroma
MP	MP_ST_P8_1_Cluster5	Alveolar Epithelial Type 1	3.02407710028591e-05	Epithelial
MP	MP_ST_P8_1_Cluster5	Ciliated	0.000403002202727325	Epithelial
MP	MP_ST_P8_1_Cluster5	Adventitial Fibroblast	0.00101906841365792	Stroma
MP	MP_ST_P8_1_Cluster5	Alveolar Fibroblast	0	Stroma
MP	MP_ST_P8_1_Cluster5	Lipofibroblast	0	Stroma
MP	MP_ST_P8_1_Cluster5	Mesothelial	0	Stroma
MP	MP_ST_P8_1_Cluster5	Capillary Intermediate 1	0	Endothelial
MP	MP_ST_P8_1_Cluster5	Capillary Intermediate 2	0.00374896068715883	Endothelial
MP	MP_ST_P8_1_Cluster5	Vascular Smooth Muscle	0.000375590264458557	Stroma
MP	MP_ST_P8_1_Cluster5	Mucous	0.00676815961309562	Epithelial
MP	MP_ST_P8_1_Cluster5	Proliferating NK/T	0.0170098860372451	Immune
MP	MP_ST_P8_1_Cluster5	Natural Killer T	3.98133955262665e-05	Immune
MP	MP_ST_P8_1_Cluster5	OLR1+ Classical Monocyte	0.0170120420743647	Immune
MP	MP_ST_P8_1_Cluster5	Intermediate Monocyte	0.00529111521949504	Immune
MP	MP_ST_P8_1_Cluster5	Basophil/Mast 2	0.0016426276133722	Immune
MP	MP_ST_P8_1_Cluster5	Signaling Alveolar Epithelial Type 2	0.000283997169643839	Epithelial
MP	MP_ST_P8_1_Cluster5	Proximal Basal	0	Epithelial
MP	MP_ST_P8_1_Cluster5	Neuroendocrine	0.000338162134419558	Epithelial
MP	MP_ST_P8_1_Cluster5	Fibromyocyte	0	Stroma
MP	MP_ST_P8_1_Cluster5	Ionocyte	3.39180948379151e-05	Epithelial
MP	MP_ST_P8_1_Cluster5	Serous	0	Epithelial
MP	MP_ST_P8_1_Cluster5	Proximal Ciliated	0	Epithelial
MP	MP_ST_P8_1_Cluster5	Goblet	0	Epithelial
MP	MP_ST_P8_1_Cluster5	Neutrophil	0.00209731531352797	Immune
MP	MP_ST_P8_1_Cluster5	Dendritic	0	Immune
MP	MP_ST_P1_Cluster9	CD4+ Memory/Effector T	0.0178609810909719	Immune
MP	MP_ST_P1_Cluster9	CD4+ Naive T	0.00322237945286039	Immune
MP	MP_ST_P1_Cluster9	CD8+ Memory/Effector T	0.00469980353202129	Immune
MP	MP_ST_P1_Cluster9	CD8+ Naive T	0.0087642005629926	Immune
MP	MP_ST_P1_Cluster9	Natural Killer	0.0458543730578866	Immune
MP	MP_ST_P1_Cluster9	Classical Monocyte	0.0102379282367935	Immune
MP	MP_ST_P1_Cluster9	Nonclassical Monocyte	0.00309270901599006	Immune
MP	MP_ST_P1_Cluster9	Myeloid Dendritic Type 2	0.000597471798442035	Immune
MP	MP_ST_P1_Cluster9	Platelet/Megakaryocyte	0	Immune
MP	MP_ST_P1_Cluster9	B	0.00469889272848747	Immune
MP	MP_ST_P1_Cluster9	IGSF21+ Dendritic	0.0676941381431175	Immune
MP	MP_ST_P1_Cluster9	EREG+ Dendritic	0.016228181107501	Immune
MP	MP_ST_P1_Cluster9	Plasmacytoid Dendritic	0.0109386994613405	Immune
MP	MP_ST_P1_Cluster9	Myeloid Dendritic Type 1	0.0242883607473434	Immune
MP	MP_ST_P1_Cluster9	TREM2+ Dendritic	0.00386327550784039	Immune
MP	MP_ST_P1_Cluster9	Differentiating Basal	0.00297295232032891	Epithelial
MP	MP_ST_P1_Cluster9	Proliferating Basal	0	Epithelial
MP	MP_ST_P1_Cluster9	Basal	0.0111936050098664	Epithelial
MP	MP_ST_P1_Cluster9	Plasma	0.00028288066287455	Immune
MP	MP_ST_P1_Cluster9	Macrophage	0.0154232120499878	Immune
MP	MP_ST_P1_Cluster9	Basophil/Mast 1	0.00734682926085809	Immune
MP	MP_ST_P1_Cluster9	Proliferating Macrophage	3.54216280687593e-05	Immune
MP	MP_ST_P1_Cluster9	Capillary Aerocyte	0.0675267457960681	Endothelial
MP	MP_ST_P1_Cluster9	Capillary	0.0437478779513739	Endothelial
MP	MP_ST_P1_Cluster9	Bronchial Vessel 2	0.00219821845338986	Endothelial
MP	MP_ST_P1_Cluster9	Vein	0.0519147591120805	Endothelial
MP	MP_ST_P1_Cluster9	Artery	0.00677221490940572	Endothelial
MP	MP_ST_P1_Cluster9	Lymphatic	0.011060271908385	Endothelial
MP	MP_ST_P1_Cluster9	Bronchial Vessel 1	0.00835595272919737	Endothelial
MP	MP_ST_P1_Cluster9	Airway Smooth Muscle	0.00810429865467986	Stroma
MP	MP_ST_P1_Cluster9	Alveolar Epithelial Type 2	0.285879043007396	Epithelial
MP	MP_ST_P1_Cluster9	Club	0.0216038579587813	Epithelial
MP	MP_ST_P1_Cluster9	Pericyte	0.0118929210248013	Stroma
MP	MP_ST_P1_Cluster9	Myofibroblast	0.000935442068168188	Stroma
MP	MP_ST_P1_Cluster9	Alveolar Epithelial Type 1	0.030387188803415	Epithelial
MP	MP_ST_P1_Cluster9	Ciliated	0	Epithelial
MP	MP_ST_P1_Cluster9	Adventitial Fibroblast	0.00155324629621033	Stroma
MP	MP_ST_P1_Cluster9	Alveolar Fibroblast	0.0869529032883419	Stroma
MP	MP_ST_P1_Cluster9	Lipofibroblast	0	Stroma
MP	MP_ST_P1_Cluster9	Mesothelial	7.08002378963279e-05	Stroma
MP	MP_ST_P1_Cluster9	Capillary Intermediate 1	0.00195171923235888	Endothelial
MP	MP_ST_P1_Cluster9	Capillary Intermediate 2	0.00701149080569846	Endothelial
MP	MP_ST_P1_Cluster9	Vascular Smooth Muscle	0.0141655016589321	Stroma
MP	MP_ST_P1_Cluster9	Mucous	0.035268316034388	Epithelial
MP	MP_ST_P1_Cluster9	Proliferating NK/T	0.00281553646826815	Immune
MP	MP_ST_P1_Cluster9	Natural Killer T	0.00146333879095973	Immune
MP	MP_ST_P1_Cluster9	OLR1+ Classical Monocyte	0.000392120587970473	Immune
MP	MP_ST_P1_Cluster9	Intermediate Monocyte	0.00160496367572229	Immune
MP	MP_ST_P1_Cluster9	Basophil/Mast 2	0.00545927675230138	Immune
MP	MP_ST_P1_Cluster9	Signaling Alveolar Epithelial Type 2	0.0253501811024558	Epithelial
MP	MP_ST_P1_Cluster9	Proximal Basal	0	Epithelial
MP	MP_ST_P1_Cluster9	Neuroendocrine	0	Epithelial
MP	MP_ST_P1_Cluster9	Fibromyocyte	0	Stroma
MP	MP_ST_P1_Cluster9	Ionocyte	0.000276351908844767	Epithelial
MP	MP_ST_P1_Cluster9	Serous	0	Epithelial
MP	MP_ST_P1_Cluster9	Proximal Ciliated	0	Epithelial
MP	MP_ST_P1_Cluster9	Goblet	0.00507331450881586	Epithelial
MP	MP_ST_P1_Cluster9	Neutrophil	0.000915850898120639	Immune
MP	MP_ST_P1_Cluster9	Dendritic	0	Immune
N	N_ST_P7_Cluster0	CD4+ Memory/Effector T	0.083391669098013	Immune
N	N_ST_P7_Cluster0	CD4+ Naive T	0.102198017379784	Immune
N	N_ST_P7_Cluster0	CD8+ Memory/Effector T	0.0300941885380028	Immune
N	N_ST_P7_Cluster0	CD8+ Naive T	0.0673955862994083	Immune
N	N_ST_P7_Cluster0	Natural Killer	0.0584380995929697	Immune
N	N_ST_P7_Cluster0	Classical Monocyte	0.0595518234793915	Immune
N	N_ST_P7_Cluster0	Nonclassical Monocyte	0.0287636944904226	Immune
N	N_ST_P7_Cluster0	Myeloid Dendritic Type 2	5.98966694690908e-05	Immune
N	N_ST_P7_Cluster0	Platelet/Megakaryocyte	0.00728251895382891	Immune
N	N_ST_P7_Cluster0	B	0.0539207806407644	Immune
N	N_ST_P7_Cluster0	IGSF21+ Dendritic	0.003036873376266	Immune
N	N_ST_P7_Cluster0	EREG+ Dendritic	0.000976177151885508	Immune
N	N_ST_P7_Cluster0	Plasmacytoid Dendritic	0	Immune
N	N_ST_P7_Cluster0	Myeloid Dendritic Type 1	0.00315055345406875	Immune
N	N_ST_P7_Cluster0	TREM2+ Dendritic	0.00110981505749577	Immune
N	N_ST_P7_Cluster0	Differentiating Basal	0.00712839595525372	Epithelial
N	N_ST_P7_Cluster0	Proliferating Basal	0.00628201125828497	Epithelial
N	N_ST_P7_Cluster0	Basal	0.00829249667237777	Epithelial
N	N_ST_P7_Cluster0	Plasma	0.000443591236451471	Immune
N	N_ST_P7_Cluster0	Macrophage	0.0882934646159797	Immune
N	N_ST_P7_Cluster0	Basophil/Mast 1	0.0150292456771215	Immune
N	N_ST_P7_Cluster0	Proliferating Macrophage	0	Immune
N	N_ST_P7_Cluster0	Capillary Aerocyte	0.0533672281960407	Endothelial
N	N_ST_P7_Cluster0	Capillary	0.0370570253596653	Endothelial
N	N_ST_P7_Cluster0	Bronchial Vessel 2	0.00222836581599956	Endothelial
N	N_ST_P7_Cluster0	Vein	0.0111556904043689	Endothelial
N	N_ST_P7_Cluster0	Artery	0	Endothelial
N	N_ST_P7_Cluster0	Lymphatic	0.0268840300670383	Endothelial
N	N_ST_P7_Cluster0	Bronchial Vessel 1	0.00597619612907172	Endothelial
N	N_ST_P7_Cluster0	Airway Smooth Muscle	0.0562042910101533	Stroma
N	N_ST_P7_Cluster0	Alveolar Epithelial Type 2	0.00188480119666304	Epithelial
N	N_ST_P7_Cluster0	Club	0.0142852828095488	Epithelial
N	N_ST_P7_Cluster0	Pericyte	0.00456377807556998	Stroma
N	N_ST_P7_Cluster0	Myofibroblast	2.81596046269058e-06	Stroma
N	N_ST_P7_Cluster0	Alveolar Epithelial Type 1	0.0330298731419901	Epithelial
N	N_ST_P7_Cluster0	Ciliated	0.00386457031854009	Epithelial
N	N_ST_P7_Cluster0	Adventitial Fibroblast	0	Stroma
N	N_ST_P7_Cluster0	Alveolar Fibroblast	5.27883699619502e-05	Stroma
N	N_ST_P7_Cluster0	Lipofibroblast	0	Stroma
N	N_ST_P7_Cluster0	Mesothelial	0	Stroma
N	N_ST_P7_Cluster0	Capillary Intermediate 1	0.000381030550967698	Endothelial
N	N_ST_P7_Cluster0	Capillary Intermediate 2	0.0406351861497255	Endothelial
N	N_ST_P7_Cluster0	Vascular Smooth Muscle	0.0262516031865566	Stroma
N	N_ST_P7_Cluster0	Mucous	0.00529547441763861	Epithelial
N	N_ST_P7_Cluster0	Proliferating NK/T	5.07121162039232e-05	Immune
N	N_ST_P7_Cluster0	Natural Killer T	0.0114933011808908	Immune
N	N_ST_P7_Cluster0	OLR1+ Classical Monocyte	0.000447946415146504	Immune
N	N_ST_P7_Cluster0	Intermediate Monocyte	0.00913041353713805	Immune
N	N_ST_P7_Cluster0	Basophil/Mast 2	0.0152056990709453	Immune
N	N_ST_P7_Cluster0	Signaling Alveolar Epithelial Type 2	0.000891742110336773	Epithelial
N	N_ST_P7_Cluster0	Proximal Basal	5.00193487004489e-06	Epithelial
N	N_ST_P7_Cluster0	Neuroendocrine	0.00336065174237994	Epithelial
N	N_ST_P7_Cluster0	Fibromyocyte	0	Stroma
N	N_ST_P7_Cluster0	Ionocyte	0.00751961746109664	Epithelial
N	N_ST_P7_Cluster0	Serous	0	Epithelial
N	N_ST_P7_Cluster0	Proximal Ciliated	0	Epithelial
N	N_ST_P7_Cluster0	Goblet	0.00239348698929571	Epithelial
N	N_ST_P7_Cluster0	Neutrophil	0.00154249668449456	Immune
N	N_ST_P7_Cluster0	Dendritic	0	Immune
PA	PA_ST_P1_Cluster7	CD4+ Memory/Effector T	0.0171715210982595	Immune
PA	PA_ST_P1_Cluster7	CD4+ Naive T	0.000545970749556327	Immune
PA	PA_ST_P1_Cluster7	CD8+ Memory/Effector T	0.0214376857067507	Immune
PA	PA_ST_P1_Cluster7	CD8+ Naive T	0.0315992438730352	Immune
PA	PA_ST_P1_Cluster7	Natural Killer	0.00267474926143584	Immune
PA	PA_ST_P1_Cluster7	Classical Monocyte	0.00345460249071838	Immune
PA	PA_ST_P1_Cluster7	Nonclassical Monocyte	7.92648440372256e-05	Immune
PA	PA_ST_P1_Cluster7	Myeloid Dendritic Type 2	0.0170142569656659	Immune
PA	PA_ST_P1_Cluster7	Platelet/Megakaryocyte	0.00181218467395193	Immune
PA	PA_ST_P1_Cluster7	B	0.0103162513536702	Immune
PA	PA_ST_P1_Cluster7	IGSF21+ Dendritic	0	Immune
PA	PA_ST_P1_Cluster7	EREG+ Dendritic	0.00169258029933524	Immune
PA	PA_ST_P1_Cluster7	Plasmacytoid Dendritic	0.000951466349626259	Immune
PA	PA_ST_P1_Cluster7	Myeloid Dendritic Type 1	0.000278024896724587	Immune
PA	PA_ST_P1_Cluster7	TREM2+ Dendritic	0	Immune
PA	PA_ST_P1_Cluster7	Differentiating Basal	0.0380268416396682	Epithelial
PA	PA_ST_P1_Cluster7	Proliferating Basal	0.00243999518105145	Epithelial
PA	PA_ST_P1_Cluster7	Basal	0.107556391434245	Epithelial
PA	PA_ST_P1_Cluster7	Plasma	0.000696655420465011	Immune
PA	PA_ST_P1_Cluster7	Macrophage	0.176825023764471	Immune
PA	PA_ST_P1_Cluster7	Basophil/Mast 1	0.00150997228699837	Immune
PA	PA_ST_P1_Cluster7	Proliferating Macrophage	0.0741405225461118	Immune
PA	PA_ST_P1_Cluster7	Capillary Aerocyte	0.030138204464753	Endothelial
PA	PA_ST_P1_Cluster7	Capillary	0.0250794594347353	Endothelial
PA	PA_ST_P1_Cluster7	Bronchial Vessel 2	0	Endothelial
PA	PA_ST_P1_Cluster7	Vein	0.0108830395680937	Endothelial
PA	PA_ST_P1_Cluster7	Artery	0.000481228532114132	Endothelial
PA	PA_ST_P1_Cluster7	Lymphatic	0.00122201031749923	Endothelial
PA	PA_ST_P1_Cluster7	Bronchial Vessel 1	0.00644564068164429	Endothelial
PA	PA_ST_P1_Cluster7	Airway Smooth Muscle	0	Stroma
PA	PA_ST_P1_Cluster7	Alveolar Epithelial Type 2	0.010455722716959	Epithelial
PA	PA_ST_P1_Cluster7	Club	0.203033208814135	Epithelial
PA	PA_ST_P1_Cluster7	Pericyte	0.00399159176784228	Stroma
PA	PA_ST_P1_Cluster7	Myofibroblast	0.00111245332251229	Stroma
PA	PA_ST_P1_Cluster7	Alveolar Epithelial Type 1	0.088052305786792	Epithelial
PA	PA_ST_P1_Cluster7	Ciliated	0.00183396446167034	Epithelial
PA	PA_ST_P1_Cluster7	Adventitial Fibroblast	0	Stroma
PA	PA_ST_P1_Cluster7	Alveolar Fibroblast	0.000322405689837382	Stroma
PA	PA_ST_P1_Cluster7	Lipofibroblast	0	Stroma
PA	PA_ST_P1_Cluster7	Mesothelial	0.000718052774200834	Stroma
PA	PA_ST_P1_Cluster7	Capillary Intermediate 1	0.00363070177791637	Endothelial
PA	PA_ST_P1_Cluster7	Capillary Intermediate 2	0.00299541260637962	Endothelial
PA	PA_ST_P1_Cluster7	Vascular Smooth Muscle	0.000858492405949884	Stroma
PA	PA_ST_P1_Cluster7	Mucous	0.0526267300240818	Epithelial
PA	PA_ST_P1_Cluster7	Proliferating NK/T	0.000161027898664403	Immune
PA	PA_ST_P1_Cluster7	Natural Killer T	0	Immune
PA	PA_ST_P1_Cluster7	OLR1+ Classical Monocyte	0.00329904973561254	Immune
PA	PA_ST_P1_Cluster7	Intermediate Monocyte	0.000554107126369456	Immune
PA	PA_ST_P1_Cluster7	Basophil/Mast 2	0.000223855942340725	Immune
PA	PA_ST_P1_Cluster7	Signaling Alveolar Epithelial Type 2	0	Epithelial
PA	PA_ST_P1_Cluster7	Proximal Basal	0.000455645085312748	Epithelial
PA	PA_ST_P1_Cluster7	Neuroendocrine	0	Epithelial
PA	PA_ST_P1_Cluster7	Fibromyocyte	0.00063304672140256	Stroma
PA	PA_ST_P1_Cluster7	Ionocyte	0	Epithelial
PA	PA_ST_P1_Cluster7	Serous	0	Epithelial
PA	PA_ST_P1_Cluster7	Proximal Ciliated	0	Epithelial
PA	PA_ST_P1_Cluster7	Goblet	0.0405640193179707	Epithelial
PA	PA_ST_P1_Cluster7	Neutrophil	5.41818943328641e-06	Immune
PA	PA_ST_P1_Cluster7	Dendritic	0	Immune
MP	MP_ST_P8_1_Cluster1	CD4+ Memory/Effector T	0.0500664251639054	Immune
MP	MP_ST_P8_1_Cluster1	CD4+ Naive T	0.0340608446460146	Immune
MP	MP_ST_P8_1_Cluster1	CD8+ Memory/Effector T	0.0111785808463663	Immune
MP	MP_ST_P8_1_Cluster1	CD8+ Naive T	0.0193197057047633	Immune
MP	MP_ST_P8_1_Cluster1	Natural Killer	0.0738015017566442	Immune
MP	MP_ST_P8_1_Cluster1	Classical Monocyte	0.0538166688938842	Immune
MP	MP_ST_P8_1_Cluster1	Nonclassical Monocyte	0.0115257863899183	Immune
MP	MP_ST_P8_1_Cluster1	Myeloid Dendritic Type 2	0.000201918928800293	Immune
MP	MP_ST_P8_1_Cluster1	Platelet/Megakaryocyte	0	Immune
MP	MP_ST_P8_1_Cluster1	B	0.0110859652734582	Immune
MP	MP_ST_P8_1_Cluster1	IGSF21+ Dendritic	2.14096522311396e-05	Immune
MP	MP_ST_P8_1_Cluster1	EREG+ Dendritic	0.000958883107600812	Immune
MP	MP_ST_P8_1_Cluster1	Plasmacytoid Dendritic	0.00015370389734964	Immune
MP	MP_ST_P8_1_Cluster1	Myeloid Dendritic Type 1	0	Immune
MP	MP_ST_P8_1_Cluster1	TREM2+ Dendritic	0.000268569542424569	Immune
MP	MP_ST_P8_1_Cluster1	Differentiating Basal	0.0840810415903112	Epithelial
MP	MP_ST_P8_1_Cluster1	Proliferating Basal	0.000228113823632532	Epithelial
MP	MP_ST_P8_1_Cluster1	Basal	0.0911692259200508	Epithelial
MP	MP_ST_P8_1_Cluster1	Plasma	0	Immune
MP	MP_ST_P8_1_Cluster1	Macrophage	0.137050124532991	Immune
MP	MP_ST_P8_1_Cluster1	Basophil/Mast 1	0.0147033506841909	Immune
MP	MP_ST_P8_1_Cluster1	Proliferating Macrophage	0.00134015951846096	Immune
MP	MP_ST_P8_1_Cluster1	Capillary Aerocyte	0.0319105718250001	Endothelial
MP	MP_ST_P8_1_Cluster1	Capillary	0.0329181084844904	Endothelial
MP	MP_ST_P8_1_Cluster1	Bronchial Vessel 2	0.0031663334205303	Endothelial
MP	MP_ST_P8_1_Cluster1	Vein	0.000200652524824969	Endothelial
MP	MP_ST_P8_1_Cluster1	Artery	0.00528685417864795	Endothelial
MP	MP_ST_P8_1_Cluster1	Lymphatic	0	Endothelial
MP	MP_ST_P8_1_Cluster1	Bronchial Vessel 1	0.00174388148597421	Endothelial
MP	MP_ST_P8_1_Cluster1	Airway Smooth Muscle	0.00190668500214374	Stroma
MP	MP_ST_P8_1_Cluster1	Alveolar Epithelial Type 2	0.103910898933936	Epithelial
MP	MP_ST_P8_1_Cluster1	Club	0.115754604035818	Epithelial
MP	MP_ST_P8_1_Cluster1	Pericyte	0.00490114441084037	Stroma
MP	MP_ST_P8_1_Cluster1	Myofibroblast	0.00595386569462439	Stroma
MP	MP_ST_P8_1_Cluster1	Alveolar Epithelial Type 1	0.0279405851746624	Epithelial
MP	MP_ST_P8_1_Cluster1	Ciliated	0.00747685608244634	Epithelial
MP	MP_ST_P8_1_Cluster1	Adventitial Fibroblast	0.0011926828057404	Stroma
MP	MP_ST_P8_1_Cluster1	Alveolar Fibroblast	0.000251329495803523	Stroma
MP	MP_ST_P8_1_Cluster1	Lipofibroblast	0.000571014190555548	Stroma
MP	MP_ST_P8_1_Cluster1	Mesothelial	3.05670117239639e-05	Stroma
MP	MP_ST_P8_1_Cluster1	Capillary Intermediate 1	0	Endothelial
MP	MP_ST_P8_1_Cluster1	Capillary Intermediate 2	0.00452947482785602	Endothelial
MP	MP_ST_P8_1_Cluster1	Vascular Smooth Muscle	0.00339904170874603	Stroma
MP	MP_ST_P8_1_Cluster1	Mucous	0.00552928373921849	Epithelial
MP	MP_ST_P8_1_Cluster1	Proliferating NK/T	0.0127823617800209	Immune
MP	MP_ST_P8_1_Cluster1	Natural Killer T	0.00466872623972	Immune
MP	MP_ST_P8_1_Cluster1	OLR1+ Classical Monocyte	0.00253667539208137	Immune
MP	MP_ST_P8_1_Cluster1	Intermediate Monocyte	0.00217160886359875	Immune
MP	MP_ST_P8_1_Cluster1	Basophil/Mast 2	0.00288549900217982	Immune
MP	MP_ST_P8_1_Cluster1	Signaling Alveolar Epithelial Type 2	0.0177804643424059	Epithelial
MP	MP_ST_P8_1_Cluster1	Proximal Basal	0.00179797564909905	Epithelial
MP	MP_ST_P8_1_Cluster1	Neuroendocrine	0	Epithelial
MP	MP_ST_P8_1_Cluster1	Fibromyocyte	0.000547911367118585	Stroma
MP	MP_ST_P8_1_Cluster1	Ionocyte	0.000224617173153795	Epithelial
MP	MP_ST_P8_1_Cluster1	Serous	0	Epithelial
MP	MP_ST_P8_1_Cluster1	Proximal Ciliated	0	Epithelial
MP	MP_ST_P8_1_Cluster1	Goblet	0	Epithelial
MP	MP_ST_P8_1_Cluster1	Neutrophil	0.000997745284040647	Immune
MP	MP_ST_P8_1_Cluster1	Dendritic	0	Immune
MP	MP_ST_P1_Cluster1	CD4+ Memory/Effector T	0.0784367631331503	Immune
MP	MP_ST_P1_Cluster1	CD4+ Naive T	0.0576270570419991	Immune
MP	MP_ST_P1_Cluster1	CD8+ Memory/Effector T	0.0336757757929981	Immune
MP	MP_ST_P1_Cluster1	CD8+ Naive T	0.0574614540950633	Immune
MP	MP_ST_P1_Cluster1	Natural Killer	0.0750706294975649	Immune
MP	MP_ST_P1_Cluster1	Classical Monocyte	0.0691983388162764	Immune
MP	MP_ST_P1_Cluster1	Nonclassical Monocyte	0.0144723855859803	Immune
MP	MP_ST_P1_Cluster1	Myeloid Dendritic Type 2	0.000387891444696078	Immune
MP	MP_ST_P1_Cluster1	Platelet/Megakaryocyte	1.10974730281759e-05	Immune
MP	MP_ST_P1_Cluster1	B	0.017870852817009	Immune
MP	MP_ST_P1_Cluster1	IGSF21+ Dendritic	0.000542752529211055	Immune
MP	MP_ST_P1_Cluster1	EREG+ Dendritic	0.000407626292918101	Immune
MP	MP_ST_P1_Cluster1	Plasmacytoid Dendritic	0.00179022834939477	Immune
MP	MP_ST_P1_Cluster1	Myeloid Dendritic Type 1	0.000794896458500907	Immune
MP	MP_ST_P1_Cluster1	TREM2+ Dendritic	0.000115117234251593	Immune
MP	MP_ST_P1_Cluster1	Differentiating Basal	0.0162548010492755	Epithelial
MP	MP_ST_P1_Cluster1	Proliferating Basal	0.00014862981198555	Epithelial
MP	MP_ST_P1_Cluster1	Basal	0.0159176841222987	Epithelial
MP	MP_ST_P1_Cluster1	Plasma	0.00331107333448792	Immune
MP	MP_ST_P1_Cluster1	Macrophage	0.160137941227377	Immune
MP	MP_ST_P1_Cluster1	Basophil/Mast 1	0.00546503517075367	Immune
MP	MP_ST_P1_Cluster1	Proliferating Macrophage	0.000365170754937836	Immune
MP	MP_ST_P1_Cluster1	Capillary Aerocyte	0.0542970472891939	Endothelial
MP	MP_ST_P1_Cluster1	Capillary	0.0712646598496173	Endothelial
MP	MP_ST_P1_Cluster1	Bronchial Vessel 2	0.00109077362059478	Endothelial
MP	MP_ST_P1_Cluster1	Vein	0.00718689921395339	Endothelial
MP	MP_ST_P1_Cluster1	Artery	0.0075027638838067	Endothelial
MP	MP_ST_P1_Cluster1	Lymphatic	0.0010413949474127	Endothelial
MP	MP_ST_P1_Cluster1	Bronchial Vessel 1	0.0144088157550565	Endothelial
MP	MP_ST_P1_Cluster1	Airway Smooth Muscle	0.00167106177733188	Stroma
