CellName	Cluster	Score	Sample
Immune_Myeloid Dendritic Type 2	S_Demo_Cluster6	1.54E-05	Demo
Immune_Myeloid Dendritic Type 2	S_Demo_Cluster7	0	Demo
Immune_Myeloid Dendritic Type 2	PA_Demo_Cluster8	0	Demo
Immune_Myeloid Dendritic Type 2	MP_Demo_Cluster9	0.004548279	Demo
Stroma_Myofibroblast	MP_PA_Demo_Cluster0	0.004209557	Demo
Stroma_Myofibroblast	PA_Demo_Cluster1	0.004386797	Demo
Stroma_Myofibroblast	MP_Demo_Cluster2	0.002292515	Demo
Stroma_Myofibroblast	S_Demo_Cluster3	0.004816696	Demo
Stroma_Myofibroblast	S_Demo_Cluster4	0.00326837	Demo
Stroma_Myofibroblast	S_Demo_Cluster5	0.13729636	Demo
Stroma_Myofibroblast	S_Demo_Cluster6	0.031755958	Demo
Stroma_Myofibroblast	S_Demo_Cluster7	0.018147088	Demo
Stroma_Myofibroblast	PA_Demo_Cluster8	0.000107728	Demo
Stroma_Myofibroblast	MP_Demo_Cluster9	6.16E-06	Demo
Immune_Natural Killer	MP_PA_Demo_Cluster0	0.048692044	Demo
Immune_Natural Killer	PA_Demo_Cluster1	0.003682965	Demo
Immune_Natural Killer	MP_Demo_Cluster2	0.014220967	Demo
Immune_Natural Killer	S_Demo_Cluster3	0.042925365	Demo
Immune_Natural Killer	S_Demo_Cluster4	0.013712986	Demo
Immune_Natural Killer	S_Demo_Cluster5	0.013373338	Demo
Immune_Natural Killer	S_Demo_Cluster6	0.034104237	Demo
Immune_Natural Killer	S_Demo_Cluster7	0.002547607	Demo
Immune_Natural Killer	PA_Demo_Cluster8	0.003854513	Demo
Immune_Natural Killer	MP_Demo_Cluster9	0.065271626	Demo
Immune_Natural Killer T	MP_PA_Demo_Cluster0	0.004241453	Demo
Immune_Natural Killer T	PA_Demo_Cluster1	4.09E-05	Demo
Immune_Natural Killer T	MP_Demo_Cluster2	0.007637123	Demo
Immune_Natural Killer T	S_Demo_Cluster3	7.20E-05	Demo
Immune_Natural Killer T	S_Demo_Cluster4	3.76E-06	Demo
Immune_Natural Killer T	S_Demo_Cluster5	0.000605696	Demo
Immune_Natural Killer T	S_Demo_Cluster6	0	Demo
Immune_Natural Killer T	S_Demo_Cluster7	0	Demo
Immune_Natural Killer T	PA_Demo_Cluster8	0	Demo
Immune_Natural Killer T	MP_Demo_Cluster9	0.000614333	Demo
Epithelial_Neuroendocrine	MP_PA_Demo_Cluster0	0.007424781	Demo
Epithelial_Neuroendocrine	PA_Demo_Cluster1	4.39E-06	Demo
Epithelial_Neuroendocrine	MP_Demo_Cluster2	0	Demo
Epithelial_Neuroendocrine	S_Demo_Cluster3	3.68E-05	Demo
Epithelial_Neuroendocrine	S_Demo_Cluster4	0.000157671	Demo
Epithelial_Neuroendocrine	S_Demo_Cluster5	0.000153073	Demo
Epithelial_Neuroendocrine	S_Demo_Cluster6	0	Demo
Epithelial_Neuroendocrine	S_Demo_Cluster7	0	Demo
Epithelial_Neuroendocrine	PA_Demo_Cluster8	0	Demo
Epithelial_Neuroendocrine	MP_Demo_Cluster9	0.016938579	Demo
Immune_Neutrophil	MP_PA_Demo_Cluster0	0.005849233	Demo
Immune_Neutrophil	PA_Demo_Cluster1	0	Demo
Immune_Neutrophil	MP_Demo_Cluster2	0.000308164	Demo
Immune_Neutrophil	S_Demo_Cluster3	0	Demo
Immune_Neutrophil	S_Demo_Cluster4	5.13E-05	Demo
Immune_Neutrophil	S_Demo_Cluster5	9.58E-05	Demo
Immune_Neutrophil	S_Demo_Cluster6	0.00019527	Demo
Immune_Neutrophil	S_Demo_Cluster7	0	Demo
Immune_Neutrophil	PA_Demo_Cluster8	0	Demo
Immune_Neutrophil	MP_Demo_Cluster9	0.028222616	Demo
Immune_Nonclassical Monocyte	MP_PA_Demo_Cluster0	0.007582015	Demo
Immune_Nonclassical Monocyte	PA_Demo_Cluster1	0.000298838	Demo
Immune_Nonclassical Monocyte	MP_Demo_Cluster2	0.005028012	Demo
Immune_Nonclassical Monocyte	S_Demo_Cluster3	0.010092782	Demo
Immune_Nonclassical Monocyte	S_Demo_Cluster4	0.008079144	Demo
Immune_Nonclassical Monocyte	S_Demo_Cluster5	0.000277583	Demo
Immune_Nonclassical Monocyte	S_Demo_Cluster6	0.015321473	Demo
Immune_Nonclassical Monocyte	S_Demo_Cluster7	5.88E-05	Demo
Immune_Nonclassical Monocyte	PA_Demo_Cluster8	0.000309929	Demo
Immune_Nonclassical Monocyte	MP_Demo_Cluster9	0.007029312	Demo
Immune_OLR1+ Classical Monocyte	MP_PA_Demo_Cluster0	0.001063003	Demo
Immune_OLR1+ Classical Monocyte	PA_Demo_Cluster1	0.000580759	Demo
Immune_OLR1+ Classical Monocyte	MP_Demo_Cluster2	0.005671691	Demo
Immune_OLR1+ Classical Monocyte	S_Demo_Cluster3	0.001146579	Demo
Immune_OLR1+ Classical Monocyte	S_Demo_Cluster4	0.028738218	Demo
Immune_OLR1+ Classical Monocyte	S_Demo_Cluster5	0.000603121	Demo
Immune_OLR1+ Classical Monocyte	S_Demo_Cluster6	0.01159602	Demo
Immune_OLR1+ Classical Monocyte	S_Demo_Cluster7	0.007919015	Demo
Immune_OLR1+ Classical Monocyte	PA_Demo_Cluster8	0	Demo
Immune_OLR1+ Classical Monocyte	MP_Demo_Cluster9	0.000906183	Demo
Stroma_Pericyte	MP_PA_Demo_Cluster0	0.02012632	Demo
Stroma_Pericyte	PA_Demo_Cluster1	0.014952068	Demo
Stroma_Pericyte	MP_Demo_Cluster2	0.008160425	Demo
Stroma_Pericyte	S_Demo_Cluster3	0.009985927	Demo
Stroma_Pericyte	S_Demo_Cluster4	0.001676617	Demo
Stroma_Pericyte	S_Demo_Cluster5	0.001889172	Demo
Stroma_Pericyte	S_Demo_Cluster6	0.001614694	Demo
Stroma_Pericyte	S_Demo_Cluster7	0.002253277	Demo
Stroma_Pericyte	PA_Demo_Cluster8	0.025048415	Demo
Stroma_Pericyte	MP_Demo_Cluster9	0.000945924	Demo
Immune_Plasma	MP_PA_Demo_Cluster0	0.03864443	Demo
Immune_Plasma	PA_Demo_Cluster1	0.000281859	Demo
Immune_Plasma	MP_Demo_Cluster2	0.003107021	Demo
Immune_Plasma	S_Demo_Cluster3	0.009626414	Demo
Immune_Plasma	S_Demo_Cluster4	0.000467402	Demo
Immune_Plasma	S_Demo_Cluster5	0.000337718	Demo
Immune_Plasma	S_Demo_Cluster6	0.003119499	Demo
Immune_Plasma	S_Demo_Cluster7	0	Demo
Immune_Plasma	PA_Demo_Cluster8	0.000484748	Demo
Immune_Plasma	MP_Demo_Cluster9	0.025345132	Demo
Immune_Plasmacytoid Dendritic	MP_PA_Demo_Cluster0	0.023148228	Demo
Immune_Plasmacytoid Dendritic	PA_Demo_Cluster1	0.000153663	Demo
Immune_Plasmacytoid Dendritic	MP_Demo_Cluster2	0.001112623	Demo
Immune_Plasmacytoid Dendritic	S_Demo_Cluster3	0.000467354	Demo
Immune_Plasmacytoid Dendritic	S_Demo_Cluster4	6.12E-06	Demo
Immune_Plasmacytoid Dendritic	S_Demo_Cluster5	0.00013911	Demo
Immune_Plasmacytoid Dendritic	S_Demo_Cluster6	0	Demo
Immune_Plasmacytoid Dendritic	S_Demo_Cluster7	0	Demo
Immune_Plasmacytoid Dendritic	PA_Demo_Cluster8	0	Demo
Immune_Plasmacytoid Dendritic	MP_Demo_Cluster9	0.016596406	Demo
Immune_Platelet/Megakaryocyte	MP_PA_Demo_Cluster0	0.007646691	Demo
Immune_Platelet/Megakaryocyte	PA_Demo_Cluster1	0	Demo
Immune_Platelet/Megakaryocyte	MP_Demo_Cluster2	0	Demo
Immune_Platelet/Megakaryocyte	S_Demo_Cluster3	0.003088306	Demo
Immune_Platelet/Megakaryocyte	S_Demo_Cluster4	0.003092405	Demo
Immune_Platelet/Megakaryocyte	S_Demo_Cluster5	0	Demo
Immune_Platelet/Megakaryocyte	S_Demo_Cluster6	0	Demo
Immune_Platelet/Megakaryocyte	S_Demo_Cluster7	0.000553866	Demo
Immune_Platelet/Megakaryocyte	PA_Demo_Cluster8	0.001754292	Demo
Immune_Platelet/Megakaryocyte	MP_Demo_Cluster9	0.003081523	Demo
Epithelial_Proliferating Basal	MP_PA_Demo_Cluster0	0	Demo
Epithelial_Proliferating Basal	PA_Demo_Cluster1	0	Demo
Epithelial_Proliferating Basal	MP_Demo_Cluster2	0	Demo
Epithelial_Proliferating Basal	S_Demo_Cluster3	0	Demo
Epithelial_Proliferating Basal	S_Demo_Cluster4	0.123107611	Demo
Epithelial_Proliferating Basal	S_Demo_Cluster5	0	Demo
Epithelial_Proliferating Basal	S_Demo_Cluster6	0.005732597	Demo
Epithelial_Proliferating Basal	S_Demo_Cluster7	0.085272759	Demo
Epithelial_Proliferating Basal	PA_Demo_Cluster8	0.003805662	Demo
Epithelial_Proliferating Basal	MP_Demo_Cluster9	0.002825733	Demo
Immune_Proliferating Macrophage	MP_PA_Demo_Cluster0	0.000284984	Demo
Immune_Proliferating Macrophage	PA_Demo_Cluster1	0	Demo
Immune_Proliferating Macrophage	MP_Demo_Cluster2	0.000434331	Demo
Immune_Proliferating Macrophage	S_Demo_Cluster3	0	Demo
Immune_Proliferating Macrophage	S_Demo_Cluster4	0.002505449	Demo
Immune_Proliferating Macrophage	S_Demo_Cluster5	0.000100778	Demo
Immune_Proliferating Macrophage	S_Demo_Cluster6	0	Demo
Immune_Proliferating Macrophage	S_Demo_Cluster7	0	Demo
Immune_Proliferating Macrophage	PA_Demo_Cluster8	0	Demo
Immune_Proliferating Macrophage	MP_Demo_Cluster9	9.35E-05	Demo
Immune_Proliferating NK/T	MP_PA_Demo_Cluster0	0.013665867	Demo
Immune_Proliferating NK/T	PA_Demo_Cluster1	0.000863531	Demo
Immune_Proliferating NK/T	MP_Demo_Cluster2	0.004130054	Demo
Immune_Proliferating NK/T	S_Demo_Cluster3	0.004723844	Demo
Immune_Proliferating NK/T	S_Demo_Cluster4	0.001060715	Demo
Immune_Proliferating NK/T	S_Demo_Cluster5	0.00430734	Demo
Immune_Proliferating NK/T	S_Demo_Cluster6	0.000135096	Demo
Immune_Proliferating NK/T	S_Demo_Cluster7	0.001410882	Demo
Immune_Proliferating NK/T	PA_Demo_Cluster8	0.001853171	Demo
Immune_Proliferating NK/T	MP_Demo_Cluster9	0.015086689	Demo
Epithelial_Proximal Basal	MP_PA_Demo_Cluster0	0	Demo
Epithelial_Proximal Basal	PA_Demo_Cluster1	2.63E-05	Demo
Epithelial_Proximal Basal	MP_Demo_Cluster2	0	Demo
Epithelial_Proximal Basal	S_Demo_Cluster3	0	Demo
Epithelial_Proximal Basal	S_Demo_Cluster4	0.009327021	Demo
Epithelial_Proximal Basal	S_Demo_Cluster5	0	Demo
Epithelial_Proximal Basal	S_Demo_Cluster6	0	Demo
Epithelial_Proximal Basal	S_Demo_Cluster7	0.000854925	Demo
Epithelial_Proximal Basal	PA_Demo_Cluster8	0.005248635	Demo
Epithelial_Proximal Basal	MP_Demo_Cluster9	0.00057981	Demo
Epithelial_Proximal Ciliated	MP_PA_Demo_Cluster0	0	Demo
Epithelial_Proximal Ciliated	PA_Demo_Cluster1	0	Demo
Epithelial_Proximal Ciliated	MP_Demo_Cluster2	0	Demo
Epithelial_Proximal Ciliated	S_Demo_Cluster3	4.68E-05	Demo
Epithelial_Proximal Ciliated	S_Demo_Cluster4	0.007454961	Demo
Epithelial_Proximal Ciliated	S_Demo_Cluster5	0	Demo
Epithelial_Proximal Ciliated	S_Demo_Cluster6	0	Demo
Epithelial_Proximal Ciliated	S_Demo_Cluster7	0.000117352	Demo
Epithelial_Proximal Ciliated	PA_Demo_Cluster8	0	Demo
Epithelial_Proximal Ciliated	MP_Demo_Cluster9	0.000393755	Demo
Epithelial_Serous	MP_PA_Demo_Cluster0	0	Demo
Epithelial_Serous	PA_Demo_Cluster1	0.017491835	Demo
Epithelial_Serous	MP_Demo_Cluster2	0	Demo
Epithelial_Serous	S_Demo_Cluster3	0	Demo
Epithelial_Serous	S_Demo_Cluster4	4.68E-05	Demo
Epithelial_Serous	S_Demo_Cluster5	0	Demo
Epithelial_Serous	S_Demo_Cluster6	0	Demo
Epithelial_Serous	S_Demo_Cluster7	0.000160254	Demo
Epithelial_Serous	PA_Demo_Cluster8	0.011267902	Demo
Epithelial_Serous	MP_Demo_Cluster9	0.00604734	Demo
Epithelial_Signaling Alveolar Epithelial Type 2	MP_PA_Demo_Cluster0	0.000128979	Demo
Epithelial_Signaling Alveolar Epithelial Type 2	PA_Demo_Cluster1	0.032267011	Demo
Epithelial_Signaling Alveolar Epithelial Type 2	MP_Demo_Cluster2	0	Demo
Epithelial_Signaling Alveolar Epithelial Type 2	S_Demo_Cluster3	7.42E-05	Demo
Epithelial_Signaling Alveolar Epithelial Type 2	S_Demo_Cluster4	0	Demo
Epithelial_Signaling Alveolar Epithelial Type 2	S_Demo_Cluster5	0	Demo
Epithelial_Signaling Alveolar Epithelial Type 2	S_Demo_Cluster6	0	Demo
Epithelial_Signaling Alveolar Epithelial Type 2	S_Demo_Cluster7	0.01254983	Demo
Epithelial_Signaling Alveolar Epithelial Type 2	PA_Demo_Cluster8	0.000959659	Demo
Epithelial_Signaling Alveolar Epithelial Type 2	MP_Demo_Cluster9	0	Demo
Immune_TREM2+ Dendritic	MP_PA_Demo_Cluster0	0.004847981	Demo
Immune_TREM2+ Dendritic	PA_Demo_Cluster1	0.000717367	Demo
Immune_TREM2+ Dendritic	MP_Demo_Cluster2	0.07027415	Demo
Immune_TREM2+ Dendritic	S_Demo_Cluster3	0.000236931	Demo
Immune_TREM2+ Dendritic	S_Demo_Cluster4	0.000217737	Demo
Immune_TREM2+ Dendritic	S_Demo_Cluster5	0.003116887	Demo
Immune_TREM2+ Dendritic	S_Demo_Cluster6	0.018329158	Demo
Immune_TREM2+ Dendritic	S_Demo_Cluster7	0	Demo
Immune_TREM2+ Dendritic	PA_Demo_Cluster8	0	Demo
Immune_TREM2+ Dendritic	MP_Demo_Cluster9	0	Demo
Stroma_Vascular Smooth Muscle	MP_PA_Demo_Cluster0	0.025310471	Demo
Stroma_Vascular Smooth Muscle	PA_Demo_Cluster1	0.003585751	Demo
Stroma_Vascular Smooth Muscle	MP_Demo_Cluster2	0.003969354	Demo
Stroma_Vascular Smooth Muscle	S_Demo_Cluster3	0.015511741	Demo
Stroma_Vascular Smooth Muscle	S_Demo_Cluster4	0.01951125	Demo
Stroma_Vascular Smooth Muscle	S_Demo_Cluster5	0.158849937	Demo
Stroma_Vascular Smooth Muscle	S_Demo_Cluster6	0.032752065	Demo
Stroma_Vascular Smooth Muscle	S_Demo_Cluster7	0.009898454	Demo
Stroma_Vascular Smooth Muscle	PA_Demo_Cluster8	0.0014062	Demo
Stroma_Vascular Smooth Muscle	MP_Demo_Cluster9	0.006282598	Demo
Endothelial_Vein	MP_PA_Demo_Cluster0	0.045201952	Demo
Endothelial_Vein	PA_Demo_Cluster1	0.00922848	Demo
Endothelial_Vein	MP_Demo_Cluster2	0.020883286	Demo
Endothelial_Vein	S_Demo_Cluster3	0.00036037	Demo
Endothelial_Vein	S_Demo_Cluster4	0.003797549	Demo
Endothelial_Vein	S_Demo_Cluster5	0.000180864	Demo
Endothelial_Vein	S_Demo_Cluster6	2.81E-05	Demo
Endothelial_Vein	S_Demo_Cluster7	6.65E-05	Demo
Endothelial_Vein	PA_Demo_Cluster8	0.009892925	Demo
Endothelial_Vein	MP_Demo_Cluster9	0.089951857	Demo
